LANG,TASK_ID,SAMPLE_ID,EXECUTION_BASE_BINARY,EXECUTION_BASE_RATIO,BLEU,ROUGE-L,METEOR,chrF,CodeBLEU,RUBY,CBS_F1,CBS_F3,ICE-Score,ICE-Score w/o r,CJ-BIN,CJ-BIN w/o r,CJ-Score,CJ-Score w/o r,V-BIN,V-BIN w/o r,V-Score,V-Score w/o r
cpp,118,0,0.0,0.0,0.20383362321683973,0.44881889763779526,0.42762477101929747,0.3377680724725962,0.42847243870774326,0.29496402877697847,0.8226035237312317,0.810505747795105,4.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,4.0
cpp,115,0,0.0,0.4,0.4822565055610534,0.5968586387434556,0.6353029056204267,0.553938418019333,0.733445078848302,0.3942307692307693,0.8486301302909851,0.8524564504623413,4.0,3.0,1.0,0.0,0.5,0.95,1.0,0.0,4.0,4.0
cpp,64,0,0.0,0.5714285714285714,0.38399653688784374,0.5172413793103449,0.5354176703199647,0.41890030738223716,0.5711433656630979,0.3252032520325203,0.8409823179244995,0.8197195529937744,4.0,3.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0
cpp,16,0,0.0,0.4,0.34124525529393623,0.5482233502538071,0.48204624179085365,0.3585207645012006,0.4849993590249872,0.4297520661157025,0.8288829326629639,0.8048155307769775,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,83,0,0.0,0.0,0.21725443231455419,0.5094339622641509,0.4482289017662344,0.3115139854949031,0.5576770745059116,0.4035087719298246,0.8469446301460266,0.837831437587738,2.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,-1.0
cpp,69,0,0.0,0.32,0.25384452600921087,0.47222222222222227,0.35554328473323893,0.33851174777455095,0.3878526857539237,0.2912087912087912,0.8076093196868896,0.7727702260017395,3.0,3.0,0.0,0.0,0.5,1.0,0.0,0.0,4.0,4.0
cpp,131,0,0.0,0.8571428571428571,0.09262305507551845,0.4065040650406504,0.22050245972724275,0.21248356122553086,0.23875492437603868,0.2962962962962963,0.7813189625740051,0.7568572759628296,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,25,0,1.0,1.0,0.49587165174465964,0.6616541353383459,0.6691239019847891,0.5427652878829717,0.7229771567069061,0.4626865671641791,0.9111180305480957,0.9109756350517273,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,78,0,1.0,1.0,0.2586898657455184,0.4186046511627907,0.40482513368456696,0.36674862450439283,0.5197478260942853,0.27184466019417475,0.829275369644165,0.828319787979126,4.0,4.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,4.0
cpp,110,0,1.0,1.0,0.33960935201636433,0.4558823529411765,0.6345063162071342,0.5425907896373,0.7332905836523822,0.2890173410404624,0.8136712312698364,0.8355406522750854,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,2.0,1.0
cpp,13,0,1.0,1.0,0.21960718513128585,0.4390243902439025,0.33148211001138644,0.2580597797342089,0.49655817258065293,0.3125,0.7690051794052124,0.8019808530807495,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0
cpp,91,0,0.0,0.6666666666666666,0.37400345757009823,0.587719298245614,0.3867676102699144,0.34079494372749486,0.40429463057955756,0.4436619718309859,0.8382530808448792,0.7963998913764954,4.0,2.0,0.0,0.0,0.5,0.0,1.0,0.0,4.0,2.0
cpp,134,0,0.0,0.7,0.3937553621406113,0.5365853658536586,0.5253983120124298,0.5042261121604571,0.5165490512141139,0.43243243243243246,0.8396308422088623,0.8042252063751221,4.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,4.0
cpp,140,0,0.0,0.4,0.25247240149825956,0.5142857142857142,0.3464375599959051,0.28375486031629,0.3852301975303583,0.38961038961038963,0.8116468191146851,0.7590816020965576,3.0,3.0,0.0,0.0,0.5,0.5,1.0,0.0,3.0,4.0
cpp,36,0,0.0,0.0,0.6330425435672339,0.8133333333333334,0.7322540433925049,0.6475319576712366,0.7419380670255152,0.7333333333333334,0.9267130494117737,0.9245197772979736,4.0,3.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,4.0
cpp,60,0,1.0,1.0,0.03280894525012139,0.2727272727272727,0.3800223214285715,0.22652392104585892,0.44078947368421045,0.1875,0.744530975818634,0.7533895373344421,4.0,4.0,1.0,1.0,0.5,0.0,1.0,0.0,4.0,4.0
cpp,92,0,0.0,0.9,0.10953188084522548,0.4511278195488722,0.44803375912408755,0.24351462755695683,0.4337569592195324,0.26086956521739135,0.8255665302276611,0.8432316184043884,4.0,4.0,0.0,0.0,1.0,0.5,0.0,0.0,4.0,2.0
cpp,27,0,1.0,1.0,0.35395897374666513,0.5989847715736041,0.6014825484385462,0.4527499832583542,0.6547272892752378,0.49557522123893805,0.8606664538383484,0.8501149415969849,3.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,2.0
cpp,120,0,0.0,0.45454545454545453,0.2676032275663791,0.4347826086956522,0.5734378095898552,0.42800592185549197,0.6525851459123378,0.3076923076923077,0.8133437037467957,0.852349579334259,3.0,3.0,0.0,0.0,0.5,0.5,1.0,1.0,2.0,3.0
cpp,74,0,1.0,1.0,0.5040193320525891,0.7564766839378239,0.7265284280936455,0.612540939743743,0.7212748269470364,0.638095238095238,0.930907666683197,0.9389917254447937,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,51,0,1.0,1.0,0.6425102807400792,0.7814569536423841,0.49653245102437576,0.7018059858329084,0.7542651904497812,0.6753246753246753,0.912375807762146,0.9148010015487671,3.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,2.0,2.0
cpp,136,0,0.0,0.18181818181818182,0.4916994305167111,0.6729857819905214,0.6404106889651496,0.5665795415044778,0.6975310392803912,0.5486725663716814,0.8878532648086548,0.9013826251029968,3.0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,2.0
cpp,4,0,1.0,1.0,0.48496149237576447,0.6666666666666666,0.6303528605686879,0.4965984258698968,0.6478490840553158,0.5102040816326531,0.8962632417678833,0.8918800354003906,4.0,4.0,1.0,1.0,1.0,0.95,1.0,1.0,4.0,4.0
cpp,96,0,1.0,1.0,0.38202651848638136,0.6395939086294417,0.5992786546992674,0.4242418599882083,0.5528112352734728,0.4727272727272728,0.8465965390205383,0.8473656177520752,4.0,4.0,1.0,0.0,1.0,0.95,1.0,1.0,4.0,3.0
cpp,150,0,0.0,0.5,0.04261418626317346,0.3513513513513513,0.23820754716981132,0.21739831367511292,0.14415969476951135,0.22807017543859653,0.7848880290985107,0.7350552082061768,3.0,-1.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,4.0
cpp,41,0,0.0,0.0,0.013424330666906348,0.07317073170731707,0.24278846153846156,0.15295877831867216,0.5333333333333332,0.03947368421052633,0.6249722838401794,0.673790454864502,3.0,-1.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,4.0
cpp,162,0,0.0,0.25,0.16541935376995848,0.5,0.30085843795512035,0.348654841110827,0.3020872163997521,0.3620689655172413,0.7685464024543762,0.7305488586425781,3.0,4.0,1.0,0.0,0.5,1.0,0.0,0.0,3.0,4.0
cpp,133,0,1.0,1.0,0.680472164464056,0.8349514563106796,0.8917188587334725,0.7855582179294077,0.7936259311539914,0.7678571428571428,0.9454033970832825,0.9532800316810608,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,101,0,1.0,1.0,0.36590652973505294,0.5158371040723981,0.5167700580061879,0.40252249467025125,0.6537609730083317,0.26890756302521013,0.8252050876617432,0.8265857696533203,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,94,0,0.0,0.2222222222222222,0.21496094745171743,0.502283105022831,0.2797657155012057,0.3139952115044854,0.3377607068497416,0.34931506849315064,0.8297697305679321,0.8016321659088135,4.0,4.0,0.0,0.0,0.5,0.5,1.0,0.0,4.0,4.0
cpp,147,0,0.0,0.75,0.2113085875466701,0.45502645502645506,0.3288067683904721,0.24988284589496235,0.3636359435975002,0.31950207468879666,0.8152695298194885,0.785939633846283,3.0,4.0,0.0,1.0,0.5,1.0,0.0,1.0,2.0,4.0
cpp,89,0,0.0,0.0,0.22918103717276966,0.46560846560846564,0.46778420610196325,0.3692505319908184,0.6300771814091368,0.3445378151260504,0.8463868498802185,0.8551048040390015,3.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,2.0
cpp,31,0,1.0,1.0,0.4707519923454235,0.8085106382978724,0.8732132847533631,0.5928840676069028,0.6926405450393149,0.7,0.9116215705871582,0.9122938513755798,4.0,3.0,0.0,0.0,0.5,0.95,1.0,0.0,4.0,3.0
cpp,116,0,0.0,0.375,0.3127290338413155,0.5012165450121655,0.44960885990788185,0.40004690701039286,0.6105065508600228,0.36866359447004604,0.8209670782089233,0.8159715533256531,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,3.0
cpp,21,0,1.0,1.0,0.645050947776799,0.8303571428571429,0.8643922686256543,0.7426160654563261,0.814713595560061,0.788135593220339,0.9152395129203796,0.9209221005439758,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,122,0,0.0,0.6,0.47223049050152516,0.7031250000000001,0.7714367082357589,0.6524003008372621,0.6896503553820948,0.5844155844155844,0.9011315703392029,0.9078294634819031,3.0,4.0,0.0,0.0,0.5,0.5,0.0,1.0,3.0,4.0
cpp,9,0,0.0,0.75,0.5194093645819678,0.7846153846153846,0.8384137968913057,0.6781767966909303,0.8080989622267031,0.7183098591549295,0.8846902251243591,0.9128727912902832,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,82,0,0.0,0.0,0.051756103206356936,0.1732283464566929,0.33892962788038483,0.2512001939161825,0.5481612968919906,0.09202453987730064,0.7061550617218018,0.7461017370223999,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,2.0,1.0
cpp,34,0,1.0,1.0,0.2008754855022518,0.4580152671755725,0.3971866397901901,0.298666404703699,0.3857995207144045,0.33720930232558144,0.7822470664978027,0.7434156537055969,4.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,4.0
cpp,85,0,0.0,0.0,0.5624072932499956,0.8256880733944955,0.7434110964388272,0.6467809079968903,0.57899305768395,0.6833333333333333,0.9168833494186401,0.887933075428009,4.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,3.0
cpp,146,0,0.0,0.7142857142857143,0.5265772588369785,0.6946107784431137,0.49189582683365274,0.496109853672157,0.6663813342342403,0.5833333333333333,0.8908901810646057,0.8775615096092224,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,125,0,0.0,0.375,0.2703333120765954,0.4634655532359081,0.3782945219138103,0.29361226682273717,0.4283461105002687,0.303448275862069,0.7948195934295654,0.7879216074943542,3.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,4.0,4.0
cpp,47,0,0.0,0.4,0.29663771832337676,0.4958677685950413,0.4321988573174976,0.3343679644718106,0.4090189260063046,0.36111111111111116,0.8741661310195923,0.872679591178894,4.0,4.0,0.0,1.0,0.5,0.5,0.0,1.0,2.0,4.0
cpp,20,0,0.0,0.2,0.4412784562392353,0.5296442687747035,0.44273254879780966,0.48811795364316857,0.6397934441345808,0.3769230769230769,0.8206772208213806,0.8350844383239746,2.0,3.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,2.0
cpp,141,0,0.0,0.8461538461538461,0.3857891334570753,0.39097744360902253,0.43249994660344515,0.5011228548762271,0.6254224027459905,0.2047619047619048,0.8291043639183044,0.8254480957984924,3.0,3.0,0.0,0.0,0.5,0.0,1.0,0.0,3.0,4.0
cpp,81,0,0.0,0.0,0.1171081671161403,0.43816254416961137,0.24100323927202882,0.2974256505105181,0.22573839940269985,0.2808716707021792,0.8141858577728271,0.7860790491104126,3.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,3.0
cpp,117,0,0.0,0.14285714285714285,0.3751852570520155,0.4883720930232558,0.49444795724557633,0.34835911018223054,0.5997260983216012,0.3202247191011236,0.8037924766540527,0.775686502456665,3.0,3.0,0.0,0.0,0.95,0.5,0.0,0.0,3.0,3.0
cpp,157,0,1.0,1.0,0.3560225536013807,0.5470085470085471,0.5612063953488372,0.4217660965037868,0.5300380353222632,0.43939393939393945,0.8739439249038696,0.8436137437820435,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,4.0,4.0
cpp,142,0,0.0,0.2727272727272727,0.7604824108127886,0.8715083798882682,0.8273785714285714,0.7817388676970665,0.7810988992912171,0.7717391304347826,0.9585877060890198,0.9603847861289978,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,2.0
cpp,126,0,0.0,0.7692307692307693,0.4365364945058754,0.5882352941176471,0.5626049697484773,0.5421187442413211,0.5088051005814243,0.34615384615384615,0.9063200950622559,0.9035584926605225,4.0,3.0,0.0,0.0,0.5,0.5,0.0,1.0,4.0,4.0
cpp,100,0,0.0,0.0,0.33497534981034605,0.6095238095238096,0.5204187161820472,0.46010224405098554,0.6173136342788872,0.4655172413793104,0.8746175169944763,0.8809045553207397,3.0,4.0,0.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0
cpp,113,0,0.0,0.0,0.3947429368253001,0.6097560975609756,0.448085668633235,0.5158874619510959,0.5347377338464614,0.508108108108108,0.8417336344718933,0.8330118060112,3.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,3.0,1.0
cpp,111,0,0.0,0.75,0.2841586266890654,0.5040650406504065,0.3672067735454341,0.36007939324605936,0.40581361810211375,0.3653846153846154,0.8251655697822571,0.7911843061447144,4.0,4.0,1.0,1.0,0.5,0.0,1.0,1.0,4.0,4.0
cpp,98,0,0.0,0.5714285714285714,0.32947618659854266,0.6141732283464567,0.4681018895681628,0.34879030727836524,0.4468490019806184,0.4931506849315068,0.8369160294532776,0.7960723042488098,4.0,3.0,0.0,1.0,0.5,0.5,0.0,0.0,4.0,4.0
cpp,29,0,1.0,1.0,0.09529387540016578,0.5148514851485149,0.37470150647104494,0.36621522945030677,0.348786740811119,0.39682539682539686,0.8522789478302002,0.8307060599327087,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,84,0,0.0,0.0,0.08153802745432177,0.3928571428571429,0.3482638888888889,0.2557953895518633,0.23798962884042116,0.22499999999999998,0.8321489095687866,0.797127902507782,3.0,3.0,0.0,0.0,0.5,0.5,1.0,0.0,3.0,4.0
cpp,119,0,0.0,0.9166666666666666,0.3186453363391532,0.5994236311239193,0.38242167035555474,0.4060309976642172,0.42002302131394215,0.4360189573459715,0.8470219373703003,0.8309932947158813,4.0,3.0,0.0,1.0,0.5,0.5,1.0,1.0,4.0,4.0
cpp,153,0,0.0,0.0,0.45243276400534527,0.6232876712328768,0.6147589470570838,0.5898953266788713,0.7339241960305551,0.5064102564102564,0.831881582736969,0.8234962224960327,4.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,2.0
cpp,90,0,1.0,1.0,0.6435280302057685,0.7941176470588235,0.9463362334304591,0.7836471456168735,0.8322448156000348,0.631578947368421,0.9399431943893433,0.9468458890914917,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0
cpp,24,0,0.0,0.0,0.37520746866556,0.6376811594202899,0.49275070028011203,0.46333944377120095,0.5441522912597847,0.4722222222222222,0.8541765213012695,0.8431075215339661,2.0,4.0,0.0,1.0,0.5,0.95,0.0,0.0,2.0,4.0
cpp,73,0,1.0,1.0,0.4929744425220929,0.6271186440677966,0.5912986296720546,0.5221748076038735,0.6705515899206428,0.43333333333333335,0.89644455909729,0.9048921465873718,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,46,0,1.0,1.0,0.6590489260121035,0.8602150537634409,0.8658173468004339,0.6019545693249263,0.8818311517513713,0.851063829787234,0.9511093497276306,0.9533265233039856,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,79,0,0.0,0.25,0.3802949061094479,0.6126126126126126,0.5755718525260304,0.4098153722849308,0.607558199092286,0.44067796610169496,0.8901469707489014,0.8837604522705078,4.0,4.0,1.0,1.0,0.95,0.95,1.0,1.0,4.0,4.0
cpp,80,0,0.0,0.625,0.6173519746224332,0.8,0.8656969099276792,0.6898661647266722,0.7305471551742916,0.7397260273972603,0.9199446439743042,0.9317290186882019,4.0,4.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,4.0
cpp,106,0,1.0,1.0,0.40512891330888545,0.5053763440860215,0.6286795862339215,0.5747950449581465,0.733659051689047,0.3392857142857143,0.8546609878540039,0.8604804873466492,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,37,0,0.0,0.0,0.611224120451809,0.7333333333333334,0.642122073039971,0.580245585242617,0.6611868949519705,0.5572519083969465,0.8982509970664978,0.8921821117401123,3.0,3.0,0.0,1.0,0.5,0.5,0.0,1.0,2.0,3.0
cpp,160,0,0.0,0.3333333333333333,0.056900266290793526,0.35213204951856947,0.16715494568324757,0.21325861613277372,0.1721677322166215,0.21946902654867262,0.8157649040222168,0.792258620262146,3.0,-1.0,0.0,0.0,0.5,0.5,1.0,0.0,4.0,4.0
cpp,10,0,0.0,0.2,0.17219947150907358,0.4161073825503356,0.26765382029538703,0.30802921693148994,0.33471607580147195,0.29292929292929293,0.7751896977424622,0.7471404075622559,3.0,3.0,0.0,1.0,0.5,1.0,0.0,0.0,4.0,4.0
cpp,48,0,1.0,1.0,0.03545965649807426,0.2857142857142857,0.40768678160919536,0.27449184271029814,0.5308641975308641,0.16666666666666663,0.7351987361907959,0.7770735621452332,4.0,-1.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,4.0
cpp,15,0,1.0,1.0,0.4182326959876758,0.6590909090909091,0.6261326530612243,0.5247310339056805,0.6981737832867353,0.5510204081632653,0.9066171050071716,0.9069713950157166,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,68,0,1.0,1.0,0.40723331961900305,0.6057142857142856,0.6266670141875397,0.4460629312220113,0.6760679746534816,0.46464646464646464,0.8173788189888,0.8689112663269043,3.0,4.0,1.0,0.0,0.95,0.5,1.0,1.0,4.0,2.0
cpp,58,0,1.0,1.0,0.32265418308790805,0.5454545454545455,0.443252278327772,0.4285126236964738,0.47665647257716687,0.408695652173913,0.8279074430465698,0.8055281639099121,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0
cpp,93,0,0.0,0.0,0.28022231431958067,0.43650793650793646,0.32111066083223355,0.3208003280306249,0.483281030630575,0.234375,0.7815753817558289,0.7508711218833923,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,3.0
cpp,5,0,1.0,1.0,0.5436844458147754,0.6015037593984963,0.5238278256563823,0.642234975398638,0.6718056106534489,0.45070422535211263,0.9223328232765198,0.9266277551651001,3.0,3.0,1.0,0.0,1.0,0.95,1.0,1.0,4.0,4.0
cpp,103,0,0.0,0.16666666666666666,0.2346069672724164,0.46153846153846156,0.3847222222222223,0.3183940981323461,0.6060174751163351,0.3472222222222222,0.8175221085548401,0.8223875761032104,2.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,2.0
cpp,33,0,0.0,0.42857142857142855,0.559504958671531,0.7319148936170213,0.6162956593244998,0.5228917207783854,0.6848507878885578,0.5634920634920635,0.8910306692123413,0.8824954628944397,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,3.0
cpp,77,0,0.0,0.5,0.2106515255879313,0.43199999999999994,0.5226459371685215,0.4739625205502065,0.5555386951248702,0.2716049382716049,0.7728756666183472,0.7869983911514282,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
cpp,44,0,1.0,1.0,0.36720562698935927,0.732394366197183,0.6917553346124774,0.43727567189119865,0.6913018592883391,0.6111111111111112,0.8940964341163635,0.8915907740592957,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,135,0,0.0,0.6,0.27729137887802247,0.4881889763779528,0.6318471337579618,0.48908669878298006,0.7383950929606088,0.34523809523809523,0.8376995921134949,0.8747068047523499,4.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,4.0,4.0
cpp,45,0,1.0,1.0,0.3816330911371339,0.6666666666666666,0.9007523148148148,0.5063186813186813,0.6886055151895223,0.33333333333333337,0.9484697580337524,0.9450546503067017,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0
cpp,12,0,1.0,1.0,0.6523471376227925,0.8440366972477065,0.8684129984697093,0.6189658646969723,0.84096277080038,0.8070175438596492,0.9129514098167419,0.9193136096000671,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,97,0,0.0,0.875,0.40798618200070563,0.8235294117647058,0.6543235851041447,0.4728705922649543,0.46192757919149946,0.7,0.9390178918838501,0.9147902727127075,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0
cpp,149,0,0.0,0.8571428571428571,0.20708080799637524,0.5333333333333334,0.2725770128467266,0.388261525312398,0.33018570522943447,0.37349397590361444,0.8780824542045593,0.8329967856407166,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,4.0,2.0
cpp,156,0,1.0,1.0,0.6510774327451239,0.763157894736842,0.6270704464485852,0.5616666171574285,0.7846729860135556,0.6624203821656052,0.8641892671585083,0.8686913847923279,4.0,4.0,1.0,0.0,1.0,0.5,1.0,1.0,4.0,4.0
cpp,86,0,0.0,0.7142857142857143,0.2753092852311826,0.4194756554307116,0.46579470547225493,0.33272170268546547,0.6533187382338269,0.2515723270440252,0.797082245349884,0.8137803673744202,2.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,2.0,2.0
cpp,148,0,0.0,0.7142857142857143,0.07564850345266207,0.31347962382445144,0.28317570443241474,0.3335398186521045,0.3660819195579302,0.2078651685393258,0.7951996326446533,0.7644423246383667,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0
cpp,39,0,0.0,0.0,0.03223537046179151,0.32258064516129037,0.19264062724590228,0.10553371029915129,0.255741562110441,0.23584905660377353,0.727856457233429,0.6936841607093811,2.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,4.0
cpp,138,0,0.0,0.5,0.12472544322293315,0.38554216867469876,0.6108897742363878,0.46686485527502536,0.5844941375770526,0.25806451612903225,0.7859787344932556,0.8256752490997314,3.0,3.0,0.0,0.0,0.5,0.5,1.0,0.0,2.0,2.0
cpp,87,0,0.0,0.6666666666666666,0.5301543085071599,0.7135135135135134,0.6983399975510582,0.6329235859975573,0.728677181591533,0.54,0.9122589230537415,0.908794105052948,3.0,4.0,0.0,0.0,0.5,1.0,0.0,1.0,4.0,4.0
cpp,152,0,1.0,1.0,0.5136265564198267,0.7272727272727273,0.8220864442855479,0.7327770893006244,0.8035666570756802,0.5945945945945945,0.9266839027404785,0.941024899482727,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0
cpp,40,0,1.0,1.0,0.8330107942604683,0.9565217391304348,0.9908339382771201,0.8872461525812207,0.868809292583463,0.9166666666666666,0.9590910077095032,0.9590849280357361,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0
cpp,1,0,0.0,0.0,0.24205550007175103,0.5,0.3838887521855551,0.35371249605070465,0.5482003921978361,0.3157894736842105,0.7764545679092407,0.7684967517852783,3.0,3.0,0.0,0.0,0.95,0.5,0.0,1.0,3.0,4.0
